Index	Author	Article
50	WilliamKazer	china ha score new success in it fight against inflat and economist said on friday that price rise thi year could be well below target.som economist say inflat had been squeez out of the economi with onli a modest impact on growth as econom expans continu at a fairli rapid pace . `` thi is better than expect , '' said chen dezun , head of the price research institut of the state plan commiss . `` We could see inflat of between three and four percent thi year , '' he told reuters.th benchmark retail price index rose a meagr 1.7 percent in march and 2.6 percent for the first quarter of the year , the state statist bureau said on thursday.china forecast a 6.0 percent rise in retail price thi year after a 6.1 percent increas last year . that wa alreadi well below the 14.8 percent record in 1995 and a communist-era high of 21.7 percent in 1994.china 's econom growth is expect to top 10 percent thi year after a solid 9.7 percent in 1996.the inflat figur for the first quarter wa also below an estim by premier Li peng thi week that retail price inflat would averag 3.0 percent in the january-march period.chen said good weather had been a factor , ensur steadi suppli of agricultur good and keep price down.what china offici refer to as `` appropri tight '' monetari polici had also been a crucial factor , he said . `` the appropri tight monetari polici are now show result , '' he said.china ha kept control on fix asset invest , keep govern spend down , and that ha kept a cap on the demand for good such as construct materials.aft adjust for inflat , the real rise in fix asset invest last year wa a fairli modest 11.5 percent . `` the key ha been control over fix asset invest , '' said zhong jiyun , an economist at the state think tank , the chines academi of social sciences.som economist have argu that with the battl against inflat proceed favour , china can now afford to eas it monetari policies.mani ineffici state-run enterpris are swim in red ink and saddl with debt they can not repay.manag of these compani and their local govern offici have call for easier credit to help to reduc their heavi financi burden.but zhong is among the economist who believ that china is not yet abl to declar the war on inflat over . `` I believ we still need to keep the control on , '' he said .
51	WilliamKazer	At least two bomb rock the western chines citi of urumqi on tuesday , kill one person and injur at least 60 , offici and resid said.th blast , on the day that china held memori rite for it late paramount leader deng xiaop , occur on citi buse in at least two separ incid in the capit of the mainli moslem region of xinjiang at about 6.30 p.m. ( 1030 gmt ) .deng die last wednesday age 92 and tuesday wa the final of six day of mourn for him . `` At least 60 peopl were kill or injur , '' a local govern offici , who declin to be further identifi , said.h did not say how mani were killed.but a resid of the citi said a trishaw driver wa kill in one incid when a passeng in a bu found a bomb under a seat and threw it out of the window . the number of injuri from that explos wa not known.ther were conflict report of a third bomb.a polic offic at a centr handl the incid declin to give further detail , say onli : `` the situat is veri tens . `` An offici at the militari region gener hospit in urumqi , capit of the restiv western region of xinjiang , said at least 37 injur had been admit after the bomb blast . she gave no further details.at anoth hospit in urumqi , an offici said two peopl who had been slightli injur had been treat and released.a woman work at a hotel near one explos said the blast rip apart a bu and sent bit of metal fli through the air.polic arriv shortli afterward and cordon off the area . soldier on truck were later brought into the citi , she said.on explos occur on northwest road , involv a vehicl believ to be a minibu , a worker at a nearbi hotel said.ask if anyon wa kill , the worker said : `` what do you think ? with mani peopl on the bu the chanc is veri high . `` nearbi resid contact by telephon said traffic wa snarl along the road for about one hour and that peopl were be advis to avoid the area.th explos were believ to involv time-bomb , possibl set by member of the ethnic uighur minor , offici said . `` We suspect that these incid involv splittist element , '' said one offici , refer to pro-indepen activist among xinjiang 's nativ uighur popul . `` these peopl want to disrupt the atmospher dure the memori ceremoni for comrad deng xiaop , '' said anoth offici , refer to final rite held in beij on tuesday morn for china 's late paramount leader.no arrest had yet been made , offici said . `` peopl have been warn not to go outsid , '' one resid said.it wa the first violenc report in xinjiang sinc anti-chines riot in the far western region 's town of yine on februari 5 and 6 left nine peopl dead and 198 injured.chines polic arrest up to 300 peopl after that riot in xinjiang -- a region that moslem separatist call east turkestan -- but mani have been releas after interrogation.about 1,000 peopl , mostli uighur farmer or unemploy young men , riot in yine in one of the largest and most violent demonstr for independ in xinjiang -- which mean new frontier in chines -- sinc the communist takeov in 1949.xinjiang , border afghanistan , pakistan and three mostli moslem central asian state , wa shaken last year by bomb and assassin attempt on offici and moslem leader regard as pro-beij .
52	WilliamKazer	the communist parti boss of china 's restiv xinjiang region said on friday a tini hand of separatist wa behind a seri of recent bomb but most had been caught and the region wa stable.h also deni that hundr of peopl had been kill in unrest in xinjiang . `` onli an extrem small number of peopl were involv in these act of terror , '' said xinjiang parti chief wang lequan in respons to a report 's question on the unrest . `` most of the crimin have alreadi been caught . `` wang , flank by the entir leadership of the larg moslem region , did not give ani figur for the number of arrest or deaths.wang wa speak at a brief for report and govern offici on a trade fair plan for the far northwestern region later thi year . `` thi doe not mean xinjiang is not stabl , '' he said . `` investor should not be unduli concern . `` three bomb went off on public buse in the region 's capit urumqi last month in an attack appar time to coincid with funer rite in beij for china 's late paramount leader deng xiaoping.nin peopl were kill and 74 wounded.exil ethnic uighur , who want to set up an independ state of `` east turkestan '' in xinjiang , have claim respons for the bomb and vow to stage more attack until they had gain complet freedom for their homeland.th turkic-speak uighur are xinjiang 's largest moslem group . relat with han chines settler have been uneasi and mark by sporad outbreak of violenc . china is predominantli han.th bu bomb in urumqi follow an anti-chines riot in earli februari in the citi of yine , about 50 km ( 30 mile ) east of xinjiang 's border with kazakhstan . chines offici said nine peopl were kill and 198 injur in that incident.wang describ the yine unrest as an act of subvers that also stem from a small group of peopl . `` thi wa quell veri quickli , '' he said.ask to comment on a report that hundr of peopl , both uighur and han chines , had die in the aftermath of that incid , he said : `` there is no truth to thi . `` other offici said the incid had not disrupt trade with neighbour central asian state or other area . `` the road to kazakhstan and other area are open , '' said Li donghui , xinjiang 's vice governor . `` our trade overal wa up 80 percent in the first two month of the year . border trade rose 50 percent . `` offici also said the incid had not affect stabil in other part of the country.two bomb went off in beij last week . one of the attack kill two peopl and wound about 30 , sourc have said.polic and other offici have said there wa no evid link those bomb with unrest in xinjiang.but taxi driver in the chines capit have said they were ask not to give ride to suspici look peopl from xinjiang and to be especi cautiou in neighbourhood where mani uighur migrant live .
53	WilliamKazer	china mark on saturday the first `` tombsweep '' day sinc the death of deng xiaop with few outward sign of remembr for the late paramount leader.thousand of beij resid stream through the gate of babaoshan cemeteri for the qingm festiv , tradit the day for tidi ancestr graves.but for the most part thi wa a famili occas , far remov from the polit limelight that surround deng dure hi lifetim . `` I have come here everi year sinc my husband die in 1991 , '' said a beij resid , hold the hand of her granddaught as they left the cemeteri . `` thi is a famili matter . there is no connect with ani polit leader . `` A group of student from deng 's nativ provinc of sichuan , all of them enrol at a univers in the chines capit , gather at the cemeteri gate . they too had a privat reason for be there . `` We are help a friend sweep hi father 's grave , '' said one of the students.deng die on februari 19 age 92 . He wa cremat at babaoshan and hi ash scatter at sea in accord with hi wishes.that ha left the public with no specif place to honour the man who steer china away from the radic polici of mao zedong and onto the path of econom develop , even if it meant adopt capitalist ways.thos pragmat polici rais live standard and turn a backward stalinist state into an econom powerhouse.beij 's central tiananmen squar ha been one such place to honour the nation 's fallen hero but public display of respect were not encourag on thi day.earli on saturday , as a group of secondari student walk toward the shrine to martyr of the revolut at the centr of the squar , they were quickli approach by secur men.aft a brief discuss , they were allow to bow and then told to leav , wit said.china 's communist leader have tradit plant tree on the qingm festiv and that wa how the offici media chose to rememb deng.th peopl 's daili , the communist parti newspap , show photograph of deng plant tree over the year sinc 1979 , when he began hi programm of reform that chang china 's polit landscap . `` now these tree have grown tall , '' said the newspaper.in the spirit of deng 's reform , vendor of silk flower were do brisk busi outsid the babaoshan cemetery.visitor queu up to buy wreath similar to those that adorn grave site inside.deng wa in the thought of other beij resid , such as bai lansheng , a sculptor who is work on a bronz statu of the late leader . `` We are get readi to ship the plaster mould to shanghai now , '' he said from hi beij workshop . `` there it will be cast in bronz . `` In june the six-metr ( 20-foot ) statu will be ship to the southern citi of shenzhen , which border the british coloni of hong kong.deng direct negoti that led to the 1984 sino-british accord under which the territori revert to chines sovereignti on juli 1.deng die befor the coloni 's recoveri but hi statu will gaze across the border and `` wit '' the histor event .
54	WilliamKazer	china may need to adjust the mix of it treasuri debt next year to ensur an activ respons from domest institut , analyst said on friday.fin ministri offici were meet in beij on friday to discuss bond market trend and the issu of china 's debt mix could be a focu of the talk , the analyst said . `` there is too much of the non-trad type of debt , '' said a shenzhen analyst . `` It is not realli attract to institut or individu investor . `` china is issu about 250 billion yuan ( $ 30.1 billion ) of state debt thi year -- most of it domest . more than half of the total is for non-trad voucher or certif type treasuri debt.in return for their fund , investor receiv a certif that can be redeem befor matur . but thi type of debt is not list on either of the nation 's stock exchang in shanghai or shenzhen and no activ secondari trade exists.last year , thi non-trad type of debt account for onli about one-tenth of total govern debt issu , bond trader said . `` last year the focu wa on the secondari market , '' said a trader with J & amp ; A secur in shenzhen . `` most of the debt wa tradeabl on the nation 's exchang . `` other secur firm agre the respons so far thi year had been less than enthusiast . `` there is not that much interest in the ( non-trad ) offer thi year , '' said an offici at china southern secur . `` I am not veri optimist about the outcom . `` A financ ministri offici deni there were problem with the sale , which began on march 1 . `` I am satisfi with the outcom so far , '' the offici told reuter . `` We have until octob to complet the sale . `` the bond are offer through bank underwrit syndic , and analyst said that if the bank have to keep too much of the debt on their own book , they are unlik to be enthusiast about next year 's issue.th trend wa particularli mark in southern china where econom develop ha outpac the rest of the countri , give investor more type of invest vehicl to choos from.an offici at the state-run industri and commerci bank of china 's shenzhen branch describ the respons to the offer in the special econom zone border hong kong as poor.som analyst said the problem lay elsewher . `` the interest rate is the real problem , '' said zhao xiaoyun , an analyst at china secur co.zhao said bond interest rate were unabl to match the return avail on the stock market . domest A share in shanghai have gain 40 percent sinc the start of the year.th 1997 state offer includ two- , three- and five-year debt carri interest of 8.64 percent , 9.18 percent and 10.17 percent . thi is 0.72 , 0.92 and 1.17 percentag point higher than the interest paid on bank time deposit of correspond periods.in the recent past , interest on bond ha been 1.5 to two percentag point higher than equival bank rate . but analyst said china may not want to widen the spread between time deposit and bond too much . the bank may underwrit the debt but they are not eager to see their deposit drawn away by higher interest bonds.that could mean the best option for the state is to issu debt that can be trade and attract institut investor .
55	WilliamKazer	with just 100 day befor china regain it covet prize of hong kong , beij ha sidestep the coloni 's depart british master and made sure new local leader know where to take their cue.china ha made clear it intent to mould the territori 's polit more in it own imag , map plan to dismantl the elect legislatur and water down civil liberti law while tell britain that object were pointless . `` china is firmli in charg , '' said a beijing-bas diplomat.chines premier Li peng ha brush asid london 's hope of monitor the 1984 sino-british agreement on hong kong after the handov , proclaim that beij would implement the accord as it saw fit . `` I think thi is unrealist , '' Li said when ask about british plan to review the pact 's implement after the transfer of power . `` after juli 1 , hong kong 's sovereignti return to china . `` under the 1984 accord , china ha pledg to give hong kong a high degre of autonomi for 50 year after the handover.beij ha also ensur that the futur administr of the territori are firmli in it camp.sinc hi select by a group of 400 peopl vet by beij , hong kong 's leader-in-wait tung chee-hwa ha shown littl enthusiasm for stake out posit differ from china 's offici parti line.beij like what IT hearsth ship tycoon-turned-politician , who ha shuttl between hong kong and beij sinc he wa name chief executive-design last decemb , ha echo china 's view on issu rang from the territori 's futur legislatur to civil liberti and textbook revisions.h ha also hurl barb at hong kong democrat activist who have been critic of china.beij ha respond by show it pleasure.th offici media have describ tung in a somewhat more flatter fashion than that reserv for the territori 's current and last coloni governor , chri patten , who ha clash repeatedli with beij over hi effort to expand democrat institut in the final year of british rule.in a sign of offici favour , camera of china 's nation televis linger on tung when he attend funer rite last month for late paramount leader deng xiaop , the man credit with direct the strategi that enabl beij to recov sovereignti over hong kong . `` Mr tung know that if he doe n't carri out beij 's wish , someon els will , '' said a western diplomat in beijing.oth analyst in beij are will to wait befor make a judgment on tung . `` He ha to establish hi credibl with the chines , '' said a foreign diplomat in beij who follow hong kong affairs.wil tung stand UP for hong kong ? `` the question is , will he stand up for hong kong 's interest in the futur ? `` some peopl are not so sure . `` that is the charit assess , '' said one foreign diplomat in hong kong.h and other analyst suggest that tung may be more like mani of hong kong 's busi leader who are often reluct to confront beij in public , whatev the issue.th analyst note opposit can be costly.jardin matheson , one of the coloni 's oldest trade hous , wa publicli vilifi by beij after it director support polit reform propos by patten . It ha sinc work hard to mend it relationship.businessman jimmi lai print vitriol comment about china 's premier in hi next magazin in 1994 . lai 's giordano cloth outlet ran into problem with author in china and he eventu sold hi share in the firm.mani businessmen would probabl prefer to see their name link to more sooth comment to beij 's ear , such as those of hong kong tycoon Li ka-sh , on the contribut of china 's late leader deng xiaoping.an articl by Li that wa publish promin in the communist parti newspap , the peopl 's daili , prais the late parti patriarch , hi chosen successor and the futur system for hong kong , all make deft use of communist jargon.but diplomat said that for polit leader such as tung , there is a consider risk in be perceiv as too will to speak out on behalf of beijing.china want a popular leader who can ralli the territori 's 6.4 million peopl to beij 's caus , they said.if it interest clash with those of hong kong , and tung is perceiv mere as beij 's will tool , the futur leader risk lose hi still high popular support . `` china chose him becaus he wa accept to mani peopl and would do it bid , '' said a diplomat . `` If he lose popular in hong kong , that complic matter for beij . ''
56	WilliamKazer	china call on japan on thursday to stop encourag right-w activ on disput south china sea island or risk an escal of the diplomat row.howev , it stop short of spell out what action it would take over the island -- claim by beij , tokyo and taipei -- ad that it would exercis restraint . `` japan should recognis the serious of the matter and take action to stop these ... illeg activ , '' foreign ministri spokesman shen guofang told a regular news brief . `` If japan continu to encourag them the situat will be even more seriou , '' he said of the right-w activist . `` the ball is in japan 's court . `` A long-dorm disput over the island , call the diaoyu in chines and the senkaku by japan , erupt in juli after the right-w japan youth feder erect a lighthous on one of the islets.frict mount earlier thi month after japanes coast-guard ship bar privat taiwan boat from reach the area while the rightist group repair the typhoon-damag structure.beij and taipei have assail japan 's protect of the rightist ' activ and order tokyo to keep peopl away from the island that lie east of china 's southeastern fujian coast , west of japan 's okinawa island and northeast of taiwan.chines in the british coloni of hong kong have also close rank , ignor other polit disput and voic support for beij 's claim to the islands.on tuesday , beij lodg a strong protest with tokyo and call in the charg d'affair in beij , warn of seriou damag to tie if japan fail to stop right-wing from set foot on the islands.ask by report whether beij would consid stronger measur , shen said : `` We hope thi issu will be handl with restraint . `` japan on thursday urg china , taiwan and hong kong to deal calmli with the territori dispute.a group of more than 100 chines nationalist on wednesday urg china 's top militari brass to send warship to the disput diaoyu island to tear down structur built by japanes rightists.th respons of china 's militari commiss , which is head by communist parti chief and state presid jiang zemin , wa not immedi available.hong kong activist , member of the pro-democraci associ for democraci and peopl 's livelihood , were in beij to present to chines author a petit sign by 17,000 peopl urg the govern to get tough on japan 's claim to the islands.in taiwan on thursday , fishermen hurl rotten fish at japan 's taipei visa offic in protest over tokyo 's action in the disput .
57	WilliamKazer	china said on monday it had not made contribut to the u.s. democrat parti to influenc american polici and the visit by u.s. vice presid Al gore had no link to improp payments.th offici peopl 's daili also point an accus finger at taiwan for stir up accus of chines involv to tri to shift blame from itself . `` the chines govern is not involv in the so-cal 'polit contribut scandal ' in the slightest way and is entir free of guilt , '' said the newspap in a sign commentary.th washington post ha report that the feder bureau of investig warn six member of congress last year that they had been target by china to receiv illeg campaign contribut from foreign corpor . `` the develop of sino-u.s. relat is base on principl , '' the peopl 's daili said.gor is schedul to arriv in beij later on monday , make him the most senior u.s. offici to visit in eight years.hi trip is aim at heal tie that had been badli strain by disput rang from human right to trade and taiwan.it is also intend to pave the way for an exchang of visit by u.s. presid bill clinton and chines presid jiang zemin . `` the continu of high level visit , such as the visit of u.s. vice presid gore and other , is due to the effort of the two govern and their peopl , '' the newspap said . `` To insist that thi is link to the so-cal contribut scandal is ridicul , '' it said . `` It is a complet fabric to alleg that the improv in sino-u.s. relat is due to ani improp payment by the chines govern . `` the peopl 's daili commentari condemn taiwan as well as news organis from the island for the storm of critic that ha engulf china . `` It is wide known that the 'polit payment case ' stem from taiwan , '' the newspap said.it refer to a report last year by a hong kong public , the chines languag edit of asiaweek magazin , that said liu tai-i , head of the busi manag committe of taiwan 's rule nationalist parti , had express a willing to contribut $ 15 million.th peopl 's daili did not mention that taiwan ha deni the alleg and ha su the magazin . `` for some taiwan politician it appear that the best way out of their troubl is to put the blame elsewher , '' said the newspaper.taiwan and china have been rival sinc the nationalist fled to the island after their defeat on the mainland by the communist in 1949.the unit state formal recognis china but maintain trade and other unoffici tie with taiwan.washington sent warship near taiwan in a show of support when beij stage war game and missil test to intimid the island earli last year .
58	WilliamKazer	the citic industri bank , financi arm of china 's citic conglomer , said on monday it expect solid profit growth thi year despit mount competit and a key goal of limit risk . `` stabl develop is more import than a big profit rise , '' said zhang jian , deputi gener manag and economist.th bank ha set a target of pre-tax profit of at least 1.8 billion yuan ( $ 217 million ) thi year compar with 1.58 billion in 1996 and 1.01 billion in 1995.the bank is a major profit contributor to the china intern trust and develop corp , or citic , which ha interest from telecommun to real estat and manufactur . the citic group announc overal earn of 2.478 billion yuan last year.china 's econom tsar vice-premi zhu rongji ha push for more disciplin in the financi sector , particularli follow the failur in januari of the china agribusi develop trust and invest corp. that sent shock wave through the financi commun , and zhu ha warn that state bank overal need to cut bad debt by two percent annual over the next five years.cit industri bank ha been one of the stronger player in the financi sector , however.unlik the main state-run commerci bank , it doe not have to make loan to aid govern polici , regardless of whether the borrow can repay.but zhang said top manag at the bank wa focus on tighten risk control . `` enhanc ( asset ) qualiti and the assess of risk '' were two key goal for the bank thi year , he said in an interview.cit 's custom for the most part were profit state industri compani and govern corpor engag in foreign trade . most of the bank 's loan were short term , usual for less than 180 day , zhang said.that ha made it difficult for the bank to move into new area of busi such as home mortgag or car financ , two area where china is like to see substanti growth in the year ahead.cit is also face an increasingli crowd bank sector as new domest bank emerg and more foreign bank enter the local market.zhang said citic had begun privat bank oper at it branch in the southern citi of guangzhou to tri to expand business.it is experi with way to boost servic to it big corpor client , such as extend bank hour and instal comput at custom offic and link them to it own network to make bank easier.cit had total asset of 108 billion yuan at the end of last year compar with 86 billion at the end of 1995.deposit reach 87 billion yuan last year , up from 67 billion in 1995 , despit two reduct in domest interest rate by the central bank last year.zhang said he believ further cut in interest rate would make it difficult for the nation 's bank to attract deposit . `` I do n't think there can be anoth interest rate cut thi year , '' he said . `` If you want invest , you need save to support it . `` ( $ 1 = 8.3 yuan )
59	WilliamKazer	china will aim to show u.s. secretari of state madelein albright that improv sino-american tie will not be harm by the death of deng xiaop , analyst said on sunday.they also said albright , who arriv in china on monday for a brief stopov on her nine-n tour , would like focu on maintain momentum in the once-stal tie , look ahead to exchang of senior level visit . `` china will want to make the point that it is stabl after deng 's death , '' said niu jun , a specialist in u.s. polici issu at the chines academi of social scienc , a govern think-tank . `` It will want to demonstr that there is no chang in sino-u.s. relat , '' he said.deng , architect of sweep econom reform that have embrac capitalist-styl econom polici , die on wednesday age 92.albright will arriv in beij dure a six-day mourn period for the nation 's paramount leader and one day befor the funer . chines leader have been eager to show that affair of state will continu as usual.deng 's hand-pick successor , presid and communist parti chief jiang zemin , ha vow to push ahead with deng 's programm and even outdo him.jiang ha been in power sinc he wa propel to the top parti post in 1989 , when deng abandon hi old alli zhao ziyang in a disput over the use of forc against student push for but jiang now must fend off other contend for power without the help hand of hi benefactor.albright , on her first trip oversea sinc becom america 's top diplomat last month , will meet jiang as well as premier Li peng and foreign minist qian qichen.western analyst said albright would not shrink from contenti issu like china 's human right record , but would chart a steadi cours in the vital sino-u.s. relationship dure presid bill clinton 's second term . `` the u.s. want to ensur that it china relat are no longer scrape along the bottom , '' said a western diplomat.u.s.-china tie had stumbl badli over a rang of issu includ taiwan , trade , arm prolifer and human rights.a long-delay visit to beij in novemb by albright 's predecessor warren christoph pave the way for the renew push to put differ aside.that new approach wa endors at a meet between jiang and clinton at the asia-pacif econom cooper forum in manila later that month.u. . vice presid Al gore will travel to china next month and clinton and jiang are expect to exchang visit over the next year.albright may be compel to touch on human right dure her talk with chines offici as the unit state plan to co-sponsor a resolut critic of china at the unit nation commiss on human right in geneva.washington may also be look to show at least some measur of tough toward beij to allay domest concern follow alleg of chines contribut to clinton 's re-elect campaign.but albright and other u.s. offici have said no one issu should domin the relationship.analyst said that probabl mean that as for the more difficult problem , the two side will have to agre to disagre .
60	WilliamKazer	china ha begun ship corn from key grow area in the north to other part of the countri , cut northern stockpil in a bid to keep weak price there from fall further.howev , domest corn price , alreadi under pressur , were like to extend their slide , industri offici said on tuesday.offici said last week that permiss had been given to ship 1.5 million tonn of corn from heilongjiang and jilin provinc to other part of the country.th govern hope to push up price in grow region to benefit farmer , analyst said . farmer usual sell their crop close to where it wa grown to a middleman , normal a state compani , they said.som shipment had alreadi begun , offici said . `` these shipment should not have too much of an effect on price , '' said an offici at the inform centr of the state grain reserv administr . `` overal there is excess suppli and the price of corn is expect to remain under pressur thi year , '' he said , ad that weak demand from the domest feed industri is also contribut to sluggish prices.heilongjiang provinci grain author told reuter by telephon there had been littl impact so far on price in the region.domest corn price have slid more than 30 percent sinc earli last year.two year of bumper harvest and curb on export have led to rise stockpil and fall prices.china ha estim it corn output at 118.5 million tonn in 1996 , up from 106 million in 1995.the china grain , oil and feed newslett ha project corn product at 122.5 million tonn thi year.china ha made public figur of it overal grain reserv but it ha not given a breakdown of specif crops.th domest media have said stockpil were forc the state to look for addit space to store excess grain.th china grain , oil and feed newslett said market price in jilin and heilongjiang were 1,130 yuan ( $ 136 ) and 1,050 yuan per tonn , though some analyst say that price have fallen through the 1,000-yuan level.pric had been around 1,300 to 1,400 yuan per tonn last spring , they said.analyst said that despit the downward pressur on price , china wa unlik to remov it control on export -- which were impos in decemb 1994 on fear of domest shortag and inflationari pressur . `` the main concern is still inflat , '' an analyst said . even the potenti windfal from large-scal export would not be enough to justifi abandon check on inflat , although inflat remain larg under control , he added.th state grain reserv administr offici agre . `` We are not realli look to make money at thi , '' he said in a refer to export . `` We are just make some small adjust in the overal pictur . `` china export 150,000 tonn of corn in the first 11 month of last year , up 36.2 percent from the same period of 1995 . the 1995 figur were well below the previou year levels.a farm analyst said china 's price were still substanti abov world level and unlik to interest buyer , even if beij decid to relax it stanc on export . `` We wo n't see more than one million tonn out of china thi year , '' he said .
61	WilliamKazer	china hit back on tuesday at u.s. accus of human right abus , say washington wa distort fact while turn a blind eye to problem in it own back yard.in a lengthi ripost to u.s. state depart critic of china in it annual report on human right , beij describ the unit state as a land of gun , terrorist bomb attack and racial discrimination.china 's angri attack , carri by the offici xinhua news agenc and titl : `` A look at the u.s. human right record '' , also said american-styl polit democraci wa a game of the rich and fault the u.s. constitut for provid inadequ guarantees.th u.s. report , releas in januari , accus beij of effect silenc public dissent in 1996 through jail , intimid or exile.china said the state depart wa `` onc again distort and attack at length the state of human right in china and more than 190 other countri and region '' . `` the u.s. govern , pose as the 'human right judg of the world ' , turn a blind eye yet again to the seriou human right problem in it own countri , '' xinhua said . `` there are 220 million firearm in privat hand , which translat into nearli one gun per person , '' it said . `` arm crimin are on the rampag , shoot are non-stop and a larg number of innoc peopl have fallen prey to violenc . `` xinhua cite the deadli 1993 world trade centr bomb in new york , the 1995 bomb in oklahoma citi and the explos dure the olymp game in atlanta last year as symptom of america 's deep-root problem . `` It is not accident that terrorist bomb attack continu occur in the unit state , an excess violent countri where terror is deepli root in societi . `` the news agenc said the unit state had one of the world 's largest polic forc rel to it popul and the largest prison population.th report describ crowd u.s. prison as place where `` prison guard mount on horseback keep watch on inmat as though they are herd anim '' . `` inmat are sometim forc to fight among themselv and are whip '' .it condemn pervas racial discrimin , say black and other ethnic minor had alway been second-class citizens.th agenc went on to say the unit state had a less than exemplari record abroad , inflict human right violat on other nation through war and act of aggress throughout it histori . `` We strongli advis the u.s. govern to put it own hous in order befor point it finger at other countri , '' it said .
62	WilliamKazer	three time-bomb plant on buse blew up in rapid success in china 's restiv far west , kill at least four peopl and shatter the nation 's calm in the delic aftermath of the death of patriarch deng xiaoping.polic patrol street and check suspici bag and packag on wednesday in urumqi , capit of the mainli moslem region of xinjiang , follow the blast in the citi on tuesday afternoon . `` I think at least four to five peopl were kill , includ one child who die instantli , '' said a xinjiang televis station offici , who declin to be identified.th blast , which offici said wound at least 60 , occur within minut in separ part of the citi , which is the centr of chines control over the region and it ethnic uighur popul . `` peopl are full of fear , and the citi is on high alert , '' the TV station offici said.it wa the first violenc report in xinjiang , a region that moslem separatist call east turkestan , sinc anti-chines riot in yine on februari 5 and 6 left nine peopl dead.no one ha claim respons for tuesday 's blast . xinjiang , border afghanistan , pakistan and three mostli moslem central asian state , wa shaken last year by attack on offici and moslem leader regard as pro-beijing.chines leader have express concern over the threat from islam fundament , visit isra foreign minist david levi said in beij . `` I think we have a veri similar view on thi , '' he said . `` everi attempt to turn religion into a weapon becom extrem danger , it is someth that know no boundari , '' levi said . `` It is like sand , it can be transport by the wind from one place to to anoth . `` tuesday 's bomb explod at around 6.40 p.m. ( 1040 gmt ) . `` peopl in urumqi usual finish work at seven , so not too mani peopl were injur or kill , '' the TV offici said.urumqi resid recount tuesday 's few minut of terror . `` the number 44 bu explod near the agricultur bank , '' said a young uighur woman . `` A trishaw driver wa kill , he wa lie on the ground cover with blood . `` all the window of the bu were broken . sever minut later , polic seal the spot . policemen , riot polic and arm polic could be seen everywher , '' she ad . `` resid were order to stay at home or at their ( work ) unit . We are terrifi . mani peopl go to work by taxi or buse provid by the unit , '' she said.anoth bomb wreck a number two bu , tear off the roof . the third explos wa on a number 10 bu , but no detail were avail . `` when I heard the explos , I felt as if the sky had collaps , '' said a uighur wit . `` mani peopl in a store rush out to look . I wa too terrifi to go out . `` today buse are run again , but there are policemen at everi station , they check peopl and bag , '' the wit said . `` I hate the peopl make the explos . our life is much better than befor . I do n't understand whi they destroy stabil and make troubl for ordinari people.numb two buse have been a target befor . `` thi kind of explos happen in 1992 , I think , as the number two bu run on the major rout through downtown , '' said a bu station worker.th explos occur as final rite were be observ in far-off beij for deng xiaop , the paramount leader who strictli enforc the integr of china against separatist threat .
63	WilliamKazer	A top chines offici for contact with taiwan rule out an earli resumpt of talk on reunif becaus the island 's leader were pursu `` splittist '' polici , the china daili said on tuesday.it also quot tang shubei , vice-chairman of the associ for relat across the taiwan strait ( arat ) , as say that taiwanes author did not want the handov of hong kong to go smoothli and might tri to disrupt the transfer of power . `` In the long term the mainland and taiwan should sit down at the negoti tabl to discuss cross-strait issu under the 'one-china ' polici , '' tang wa quot as saying.but he said the atmospher for talk would not improv in the short term unless taiwan 's leader , includ it `` so-cal '' presid lee teng-hui , halt their `` splittist '' activ aim at independ for the island.china and taiwan have been rival sinc the nationalist govern fled to the island after it defeat by the communist in the chines civil war in 1949.beij regard taiwan as a renegad provinc and tri to isol it diplomatically.talk between the two side were broken off after presid lee made a landmark privat visit to the unit state in mid-1995 , enrag beij . `` We have the patienc to handl the issu of the peac reunif of the motherland , '' tang said.th newspap also said taiwan author would like take measur to reduc the impact on the island from the success of china 's polici toward hong kong , which revert to beij sovereignti on juli 1 after 150 year of british rule . `` accord to tang , there is inform that taiwan forc in hong kong are plan to caus troubl , such as demonstr around juli 1 , when china resum it exercis of sovereignti over the territori , '' the newspap said.tang also repeat beij 's long-held stanc that the unit state should halt arm sale to taiwan.th chines offici 's remark were publish by the english languag newspap as the exil tibetan spiritu leader , the dalai lama , wa visit taiwan.beij insist the 1989 winner of the nobel peac prize is wage a campaign for independ for tibet.tang made no mention of beij 's announc last week that it would return a taiwanes man suspect of hijack a taiwan passeng jet to mainland china.beij want taiwan to return chines hijack now in taiwanes jail but so far it ha been disappoint .
